id,Price
177,3991446.529957408
178,16840201.614054307
179,15993030.42902358
180,7420225.395328179
181,14139135.85221633
182,13530569.745814104
183,16902962.17578024
184,9697294.157020532
185,4797994.673955377
186,5014448.128720576
187,12321285.352154508
188,8728639.144085368
189,4689443.333622313
190,3066900.500023204
191,9324715.62911276
192,10131180.414893957
193,13749893.24966918
194,2781354.646787216
195,4517496.562247339
196,6361544.679617896
197,5128935.771819192
198,7286609.131520858
199,17135880.63172653
200,16736895.074833045
201,4508103.307403094
202,16468813.075397115
203,10412733.729024643
204,10714035.31601672
205,2786723.7803530805
206,7183834.917421332
207,10790892.225109143
208,15658586.906035973
209,6194799.509938578
210,13371002.82040039
211,18303779.47134901
212,8193266.3228262365
213,7153311.418730343
214,5985249.571819336
215,12815822.471941898
216,10127774.571860189
217,10189444.013838572
218,3843118.52487291
219,20175088.22367663
220,2344521.50973104
221,16789281.58524141
222,4788402.89460682
223,6774589.581809222
224,15818887.545475615
225,18201775.66069712
226,8631276.546207897
227,7768059.312528641
228,7983637.257864999
229,3031286.4883156177
230,8550306.711034596
231,13456535.03644312
232,12932131.28603864
233,12402396.344968645
234,16789281.58524141
235,10289920.64159976
236,16646929.676807452
237,2830603.894456983
238,6024186.568704624
239,5634454.529101744
240,10698258.768714668
241,13538592.868647313
242,9375296.20071572
243,11387156.98949472
244,4332123.374833951
245,13144452.48056698
246,5435947.117696409
247,3518094.266401325
248,14561159.446426246
249,5019405.020946125
250,11317433.504984705
251,11387156.98949472
252,15977598.976415286
253,25915528.231210407
254,4855877.524229106
255,16840201.614054307
256,9097617.812837057
257,4519832.251707618
258,15795380.565800851
259,5841113.784830793
260,11460031.378141675
261,14806773.506990312
262,4617558.020992625
263,10994230.279094549
264,3284673.810556528
265,15946508.679470709
266,7223104.035565254
267,13309058.61095578
268,6608715.236137974
269,13525659.225571318
270,6699379.826440092
271,14625702.105020393
272,3174898.439122457
273,3502768.829466571
274,5425267.913525903
275,9739195.815823523
276,3762202.457874309
277,2827064.428921352
278,17749042.09667167
279,4292645.53387678
280,8283126.827045221
281,11361455.459564744
282,9212658.298868774
283,10597729.298319023
284,4397303.402860587
285,2350064.53171002
286,2914136.66637814
287,8759822.854712686
288,4898596.850258529
289,6062825.19708865
290,4173243.4443614986
291,6279009.294737673
292,9641011.107927527
293,19209800.57077793
294,2826726.799879024
295,6729230.178140357
296,2781354.646787216
297,10597729.298319023
298,4397303.402860587
299,2350064.53171002
300,2914136.66637814
301,8759822.854712686
302,4898596.850258529
303,6062825.19708865
304,4173243.4443614986
305,6279009.294737673
306,9641011.107927527
307,19209800.57077793
308,2826726.799879024
309,6729230.178140357
310,2781354.646787216
311,10597729.298319023
312,4397303.402860587
313,2350064.53171002
314,2914136.66637814
315,8759822.854712686
316,4898596.850258529
317,6062825.19708865
318,4173243.4443614986
319,6279009.294737673
320,9641011.107927527
321,19209800.57077793
322,2826726.799879024
323,6729230.178140357
324,2781354.646787216
